id_anonyme,type_repondant,sexe,serie_bac,famille_bac,note_malagasy,note_francais,note_langue_vivante,note_hg,note_philosophie,note_mathematiques,note_spc,note_svt,note_ses,score_scientifique_dur,score_scientifique_naturel,score_litteraire,score_economique,moyenne_generale,mention_diplome,matiere_mathematiques,matiere_physique,matiere_informatique,matiere_svt,matiere_francais,matiere_malagasy,matiere_hg,matiere_ses,matiere_arts,matiere_autre,competence_logique,competence_programmation,competence_expression,competence_manuelle,competence_relationnelle,competence_creativite,competence_organisation,competence_esprit_critique,competence_autre,interet_technologie,interet_science,interet_art,interet_sante,interet_entrepreneuriat,interet_environnement,interet_social,interet_sport,interet_autre,experience_projet_prog,experience_stage,experience_association,experience_projet_perso,metier_vise,environnement,prerequis_bases_algo,prerequis_anglais,prerequis_maths_avancees,parcours_choisi,niveau_actuel,annee_fin_etudes,metier_exerce,anciennete_metier,satisfaction,referait_choix,commentaire_retrospectif
rep_synth_0113,etudiant,homme,s,scientifique,9,11,6,4,12,18,12,14,,15.0,14.0,8.4,,2,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,responsable_restauration,recherche,1,1,1,gca,m1,0,,,5,non,
rep_synth_0227,etudiant,homme,c,scientifique,10,9,15,10,7,17,18,11,,17.5,11.0,10.2,,3,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,chef_de_projet,relationnel,0,1,1,fic,l2,0,,,3,non,
rep_synth_0244,etudiant,homme,ose,economique,10,18,12,16,11,16,,,16,,,13.4,16.0,4,3,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,horticulteur,terrain,0,0,0,teh,l2,0,,,4,oui,
rep_synth_0375,professionnel,femme,s,scientifique,12,12,13,8,18,18,14,11,,16.0,11.0,12.6,,3,2,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,developpeur,recherche,1,1,1,isaia,,2016,data_scientist,96,5,oui,
rep_synth_0342,professionnel,femme,d,scientifique,6,13,10,9,10,14,9,18,,11.5,18.0,9.6,,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,developpeur_web,recherche,1,1,1,imticia,,2018,developpeur_web,77,5,oui,
rep_synth_0378,professionnel,homme,d,scientifique,0,12,14,10,11,18,15,17,,16.5,17.0,9.4,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,analyste_financier,terrain,1,1,1,emii,,2008,data_scientist,25,2,non,
rep_synth_0162,etudiant,homme,ose,economique,10,16,11,11,11,13,,,20,,,11.8,14.7,3,2,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,chef_de_projet,bureau,1,1,0,iggia,m2,0,,,5,oui,
rep_synth_0343,professionnel,homme,a2,litteraire,12,14,11,11,11,6,,,,,,11.8,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ecoguide,relationnel,1,1,0,tee,,2012,gestionnaire_tourisme,119,4,non,
rep_synth_0338,professionnel,femme,ose,economique,12,9,12,13,12,16,,,16,,,11.6,15.0,3,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,consultant,bureau,1,1,1,iggia,,2010,comptable,151,4,oui,
rep_synth_0387,professionnel,homme,d,scientifique,7,12,9,10,7,13,15,15,,14.0,15.0,9.0,,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,ingenieur_maintenance,recherche,1,1,0,emii,,2021,technicien_superieur,54,5,oui,
rep_synth_0251,etudiant,homme,a2,litteraire,16,13,12,15,11,11,,,,,,13.4,,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,gestionnaire_tourisme,relationnel,0,1,0,tee,l2,0,,,4,non,
rep_synth_0294,professionnel,homme,s,scientifique,10,12,10,11,7,13,17,16,,15.0,16.0,10.0,,3,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,environnementaliste,recherche,0,1,1,aee,,2020,environnementaliste,43,5,oui,
rep_synth_0357,professionnel,homme,a2,litteraire,16,12,13,14,16,8,,,,,,14.2,,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,ecoguide,relationnel,1,1,1,tee,,2014,gestionnaire_tourisme,88,4,oui,
rep_synth_0163,etudiant,femme,l,litteraire,14,15,12,14,15,8,,,,,,14.0,,3,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,assistant_juridique,relationnel,0,0,0,dtja,l2,0,,,4,oui,
rep_synth_0125,etudiant,homme,a2,litteraire,12,11,19,19,11,10,,,,,,14.4,,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,juriste,bureau,0,1,0,dtja,m2,0,,,4,oui,
rep_synth_0346,professionnel,femme,c,scientifique,12,7,16,14,6,15,19,17,,17.0,17.0,11.0,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,controleur_qualite,recherche,1,1,0,iaa,,2020,technicien_agroalimentaire,47,5,oui,
rep_synth_0247,etudiant,homme,s,scientifique,6,10,7,16,13,15,14,14,,14.5,14.0,10.4,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,horticulteur,laboratoire,1,1,1,pip,m1,0,,,5,oui,
rep_synth_0263,professionnel,femme,c,scientifique,12,7,18,11,16,18,16,11,,17.0,11.0,12.8,,4,3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,comptable,relationnel,0,1,1,fic,,2016,analyste_financier,119,4,oui,
rep_synth_0190,etudiant,homme,ose,economique,16,11,7,11,14,14,,,15,,,11.8,13.3,3,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,ecoguide,relationnel,1,1,1,tee,l2,0,,,4,oui,
rep_synth_0369,professionnel,homme,d,scientifique,14,9,13,17,10,12,13,20,,12.5,20.0,12.6,,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,controleur_qualite,laboratoire,0,0,0,iaa,,2020,technicien_agroalimentaire,56,4,oui,
rep_synth_0087,etudiant,homme,c,scientifique,14,14,7,14,6,19,17,16,,18.0,16.0,11.0,,3,2,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,chef_de_projet_multimedia,bureau,1,0,1,imticia,m1,0,,,5,oui,
rep_synth_0070,etudiant,femme,c,scientifique,12,7,10,13,8,19,17,7,,18.0,7.0,10.0,,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,data_scientist,recherche,1,0,1,isaia,m1,0,,,5,oui,
rep_synth_0292,professionnel,femme,a1,litteraire,13,15,16,12,14,10,,,,,,14.0,,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,economiste,bureau,0,1,0,emp,,2014,charge_etudes,43,3,oui,
rep_synth_0098,etudiant,femme,c,scientifique,11,10,14,12,6,19,16,13,,17.5,13.0,10.6,,3,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,conducteur_travaux,recherche,1,1,1,gca,m2,0,,,5,oui,
rep_synth_0383,professionnel,femme,c,scientifique,14,8,10,9,9,19,17,7,,18.0,7.0,10.0,,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,ingenieur_ml,bureau,1,1,0,emii,,2013,technicien_superieur,154,4,oui,
rep_synth_0284,professionnel,homme,d,scientifique,6,10,10,12,7,17,14,17,,15.5,17.0,9.0,,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,ingenieur_genie_civil,recherche,1,1,1,gca,,2009,conducteur_travaux,174,5,oui,
rep_synth_0180,etudiant,homme,a1,litteraire,16,13,16,15,15,11,,,,,,15.0,,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ecoguide,relationnel,0,1,1,tee,l3,0,,,4,oui,
rep_synth_0101,etudiant,homme,d,scientifique,12,11,7,7,14,12,15,15,,13.5,15.0,10.2,,2,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,developpeur,bureau,1,1,0,iggia,m2,0,,,5,oui,
rep_synth_0285,professionnel,femme,ose,economique,11,7,12,10,6,10,,,15,,,9.2,11.7,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,gestionnaire_tourisme,relationnel,0,0,0,tee,,2008,gestionnaire_tourisme,164,4,oui,
rep_synth_0103,etudiant,femme,c,scientifique,6,10,8,11,8,15,19,12,,17.0,12.0,8.6,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,technicien_laboratoire,terrain,0,0,1,icmp,l3,0,,,5,oui,
rep_synth_0071,etudiant,homme,c,scientifique,8,10,12,15,15,19,20,4,,19.5,4.0,12.0,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,technicien_superieur,bureau,1,0,1,emii,l2,0,,,5,oui,
rep_synth_0004,etudiant,femme,d,scientifique,15,11,9,3,10,10,15,20,,12.5,20.0,9.6,,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,chef_de_projet_multimedia,recherche,1,0,0,pip,m2,0,,,4,non,
rep_synth_0044,etudiant,homme,d,scientifique,10,9,4,8,6,11,14,16,,12.5,16.0,7.4,,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,technicien_laboratoire,recherche,0,0,0,icmp,l2,0,,,4,oui,
rep_synth_0140,etudiant,femme,s,scientifique,11,12,12,8,13,15,16,13,,15.5,13.0,11.2,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,ingenieur_electronique,recherche,1,1,1,esii,l2,0,,,5,oui,
rep_synth_0289,professionnel,femme,l,litteraire,13,12,17,12,13,10,,,,,,13.4,,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,charge_affaires,bureau,1,1,0,caa,,2020,commercial_export,59,5,oui,
rep_synth_0226,etudiant,homme,s,scientifique,9,15,12,14,5,19,15,8,,17.0,8.0,11.0,,3,2,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,consultant,bureau,1,0,1,iggia,l2,0,,,5,oui,
rep_synth_0128,etudiant,femme,c,scientifique,7,10,9,10,9,18,13,3,,15.5,3.0,9.0,,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,developpeur,recherche,1,0,1,isaia,m2,0,,,5,oui,
rep_synth_0373,professionnel,homme,s,scientifique,14,19,11,11,13,14,14,12,,14.0,12.0,13.6,,4,3,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,technicien_production_vegetale,bureau,1,1,1,imticia,,2020,chef_de_projet_multimedia,59,5,oui,
rep_synth_0322,professionnel,femme,c,scientifique,16,12,11,11,8,16,18,14,,17.0,14.0,11.6,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,responsable_restauration,laboratoire,0,0,1,iaa,,2008,technicien_agroalimentaire,130,5,oui,
rep_synth_0398,professionnel,homme,c,scientifique,8,11,13,10,6,18,15,8,,16.5,8.0,9.6,,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,comptable,bureau,0,1,1,fic,,2013,analyste_financier,95,4,oui,
rep_synth_0315,professionnel,homme,d,scientifique,10,8,18,9,10,17,16,15,,16.5,15.0,11.0,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,developpeur,bureau,1,1,1,esii,,2015,ecoguide,98,4,oui,
rep_synth_0210,etudiant,homme,a2,litteraire,9,16,14,18,14,9,,,,,,14.2,,3,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,assistant_juridique,relationnel,0,1,0,dtja,m1,0,,,4,oui,
rep_synth_0053,etudiant,femme,s,scientifique,10,10,13,13,7,16,16,13,,16.0,13.0,10.6,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,data_scientist,terrain,0,1,0,aee,m2,0,,,4,non,
rep_synth_0380,professionnel,homme,ose,economique,10,15,11,15,8,13,,,20,,,11.8,16.0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,charge_etudes,relationnel,0,1,0,emp,,2018,economiste,67,4,oui,
rep_synth_0089,etudiant,femme,c,scientifique,8,9,10,7,12,19,14,12,,16.5,12.0,9.2,,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,ingenieur_genie_civil,bureau,1,1,1,gca,l3,0,,,5,oui,
rep_synth_0001,etudiant,femme,c,scientifique,10,12,15,14,6,18,19,11,,18.5,11.0,11.4,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,juriste,terrain,1,1,1,emii,m2,0,,,5,oui,
rep_synth_0073,etudiant,homme,d,scientifique,11,11,11,12,15,17,11,16,,14.0,16.0,12.0,,3,2,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,ingenieur_electronique,bureau,1,1,1,esii,l3,0,,,5,oui,
rep_synth_0326,professionnel,femme,d,scientifique,18,13,9,13,7,12,10,19,,11.0,19.0,12.0,,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,horticulteur,recherche,1,0,0,pip,,2011,horticulteur,143,5,oui,
rep_synth_0036,etudiant,homme,d,scientifique,7,6,13,9,8,14,12,17,,13.0,17.0,8.6,,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,juriste,recherche,1,1,1,isaia,m2,0,,,4,oui,
rep_synth_0063,etudiant,femme,s,scientifique,9,11,8,12,9,15,16,16,,15.5,16.0,9.8,,3,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,controleur_qualite,recherche,0,1,1,iaa,l3,0,,,5,oui,
rep_synth_0093,etudiant,homme,ose,economique,10,16,11,12,10,12,,,18,,,11.8,14.0,3,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,economiste,bureau,0,0,0,emp,l1,0,,,4,oui,
rep_synth_0084,etudiant,femme,d,scientifique,6,11,14,13,12,17,13,17,,15.0,17.0,11.2,,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,ingenieur_maintenance,bureau,0,1,1,icmp,m2,0,,,3,oui,
rep_synth_0057,etudiant,femme,s,scientifique,9,8,10,13,8,17,15,16,,16.0,16.0,9.6,,3,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ingenieur_electronique,bureau,1,1,1,isaia,l2,0,,,5,non,
rep_synth_0355,professionnel,femme,s,scientifique,15,14,8,10,11,16,15,14,,15.5,14.0,11.6,,3,2,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,conducteur_travaux,recherche,1,1,1,gca,,2013,ingenieur_genie_civil,125,5,oui,
rep_synth_0059,etudiant,homme,c,scientifique,9,9,14,9,9,19,18,12,,18.5,12.0,10.0,,3,2,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,developpeur_web,bureau,1,1,1,imticia,m2,0,,,5,oui,
rep_synth_0168,etudiant,homme,ose,economique,12,12,14,14,12,13,,,16,,,12.8,14.3,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,responsable_restauration,bureau,1,1,1,caa,l3,0,,,4,oui,
rep_synth_0273,professionnel,homme,s,scientifique,15,11,15,10,11,16,12,12,,14.0,12.0,12.4,,3,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,developpeur_web,bureau,1,1,1,imticia,,2011,developpeur_web,168,5,oui,
rep_synth_0231,etudiant,femme,a2,litteraire,13,15,14,11,16,9,,,,,,13.8,,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,chef_de_projet,bureau,0,1,0,emp,l3,0,,,2,oui,
rep_synth_0114,etudiant,femme,a2,litteraire,16,15,11,15,14,10,,,,,,14.2,,4,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,responsable_restauration,relationnel,0,0,1,teh,l2,0,,,5,oui,
rep_synth_0008,etudiant,femme,a2,litteraire,9,15,14,14,12,7,,,,,,12.8,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,economiste,bureau,0,1,1,emp,m2,0,,,2,non,
rep_synth_0400,professionnel,femme,c,scientifique,11,9,10,6,10,16,18,11,,17.0,11.0,9.2,,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,ecoguide,recherche,0,0,1,iaa,,2020,technicien_agroalimentaire,48,5,oui,
rep_synth_0118,etudiant,femme,d,scientifique,7,10,9,9,14,12,16,15,,14.0,15.0,9.8,,2,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,ingenieur_genie_civil,bureau,1,1,1,gca,l3,0,,,5,oui,
rep_synth_0031,etudiant,femme,d,scientifique,14,14,14,8,11,9,15,18,,12.0,18.0,12.2,,3,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,juriste,recherche,1,1,1,icmp,l3,0,,,4,oui,
rep_synth_0102,etudiant,femme,d,scientifique,14,13,4,10,5,12,16,18,,14.0,18.0,9.2,,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ingenieur_ml,bureau,0,1,0,icmp,l3,0,,,3,oui,
rep_synth_0325,professionnel,homme,c,scientifique,12,10,11,14,13,18,15,18,,16.5,18.0,12.0,,4,3,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,horticulteur,laboratoire,0,1,1,pip,,2021,ingenieur_genie_civil,55,4,oui,
rep_synth_0256,etudiant,femme,l,litteraire,14,17,15,14,17,5,,,,,,15.4,,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,charge_affaires,bureau,0,1,0,caa,m2,0,,,4,oui,
rep_synth_0143,etudiant,femme,s,scientifique,13,10,11,14,12,18,13,10,,15.5,10.0,12.0,,3,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,developpeur,recherche,1,1,1,iggia,l1,0,,,5,oui,
rep_synth_0170,etudiant,homme,s,scientifique,10,18,14,9,13,18,16,14,,17.0,14.0,12.8,,4,3,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,technicien_superieur,terrain,1,1,1,emii,m1,0,,,5,oui,
rep_synth_0246,etudiant,femme,d,scientifique,14,10,10,7,10,15,13,16,,14.0,16.0,10.2,,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,ingenieur_genie_civil,terrain,1,0,0,gca,m1,0,,,4,oui,
rep_synth_0015,etudiant,femme,d,scientifique,12,14,14,12,11,15,12,17,,13.5,17.0,12.6,,3,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,developpeur,terrain,0,1,0,aee,l1,0,,,4,non,
rep_synth_0144,etudiant,femme,a1,litteraire,17,18,16,11,16,7,,,,,,15.6,,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,responsable_restauration,relationnel,0,1,0,teh,m1,0,,,5,oui,
rep_synth_0366,professionnel,femme,a1,litteraire,14,14,17,15,15,14,,,,,,15.0,,4,3,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,economiste,bureau,0,1,1,emp,,2015,charge_etudes,113,5,non,
rep_synth_0208,etudiant,homme,s,scientifique,8,13,16,8,13,14,13,12,,13.5,12.0,11.6,,3,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,analyste_financier,bureau,0,1,1,fic,l3,0,,,4,oui,
rep_synth_0337,professionnel,femme,ose,economique,11,16,11,12,10,12,,,18,,,12.0,14.0,3,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,comptable,bureau,0,1,1,fic,,2011,ingenieur_ml,84,3,oui,
rep_synth_0359,professionnel,femme,d,scientifique,10,12,8,5,9,13,13,16,,13.0,16.0,8.8,,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,chef_de_projet_multimedia,recherche,1,1,0,imticia,,2009,horticulteur,74,1,non,
rep_synth_0235,etudiant,femme,c,scientifique,4,11,11,14,9,18,13,14,,15.5,14.0,9.8,,2,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,developpeur_web,bureau,1,1,0,imticia,m1,0,,,5,oui,
rep_synth_0393,professionnel,femme,s,scientifique,14,14,11,13,12,18,17,11,,17.5,11.0,12.8,,4,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,developpeur,bureau,1,0,1,esii,,2009,ingenieur_electronique,138,4,oui,
rep_synth_0324,professionnel,femme,d,scientifique,6,13,5,8,16,14,14,19,,14.0,19.0,9.6,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,technicien_agroalimentaire,laboratoire,0,0,1,iaa,,2018,controleur_qualite,80,5,oui,
rep_synth_0028,etudiant,homme,d,scientifique,7,8,6,12,9,14,13,16,,13.5,16.0,8.4,,2,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,consultant,recherche,1,0,1,iggia,l3,0,,,4,oui,
rep_synth_0049,etudiant,femme,s,scientifique,13,15,18,12,10,17,16,13,,16.5,13.0,13.6,,4,3,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,comptable,bureau,1,1,1,esii,l2,0,,,5,oui,
rep_synth_0045,etudiant,homme,a1,litteraire,16,15,19,14,15,13,,,,,,15.8,,5,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,charge_affaires,bureau,0,1,0,caa,l2,0,,,5,oui,
rep_synth_0305,professionnel,homme,c,scientifique,6,8,9,10,18,19,17,13,,18.0,13.0,10.2,,3,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,technicien_superieur,terrain,1,1,1,emii,,2012,ingenieur_maintenance,106,5,oui,
rep_synth_0159,etudiant,homme,d,scientifique,12,4,10,10,11,13,14,17,,13.5,17.0,9.4,,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,developpeur,recherche,1,1,0,iggia,l3,0,,,5,oui,
rep_synth_0330,professionnel,femme,d,scientifique,10,6,13,14,12,16,8,15,,12.0,15.0,11.0,,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,developpeur,bureau,1,1,1,iggia,,2009,chef_de_projet,173,5,oui,
rep_synth_0080,etudiant,homme,c,scientifique,5,7,9,5,15,19,20,10,,19.5,10.0,8.2,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,assistant_juridique,bureau,1,0,1,esii,m2,0,,,5,oui,
rep_synth_0129,etudiant,femme,a2,litteraire,11,18,19,18,12,11,,,,,,15.6,,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ecoguide,bureau,1,1,0,dtja,l1,0,,,3,oui,
